Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE MARIATANA,PE-RUC  20172408894,PERU LIMA PLAZA PRINCIPAL S/N DISTRITO DE MARIATANA,"Mariatana 15630, Peru",-12.2376497,-76.32591819999999,APPROXIMATE
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE POMABAMBA,PE-RUC  20542003821,PERU ANCASH JR. HUAMACHUCO NRO. S/N CENT. POMABAMBA ANCASH - POMABAMBA - POMABAMBA,"Jr. Huamachuco, Pomabamba 02260, Peru",-8.8195493,-77.4611717,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TILALI,PE-RUC  20218691987,PERU PUNO JR.CULTURA PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE COCHABAMBA - HUACAYBAMBA,PE-RUC  20161052524,PERU HUANUCO JR. HUANUCO,"Jirón Huánuco 385, Cercado de Lima 15003, Peru",-9.928497,-76.2439278,ROOFTOP
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE AZANGARO,PE-RUC  20447954266,PERU PUNO JR. AZANGARO NRO. 160 URB. REVOLUCION (TERCER NIVEL DE MUNICIPALIDAD AZANGARO) PUNO - AZANGARO - AZANGARO,"Azángaro 160, Azángaro 21157, Peru",-14.9080633,-70.1956331,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE TAPUC,PE-RUC  20232667681,PERU PASCO PLAZA PRINCIPAL,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHUMUCH,PE-RUC  20207277992,PERU CAJAMARCA JR.ORREGO S/N,"Antenor Orrego, Cajamarca, Peru",-7.16986,-78.5114725,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,PE-RUC  20177395146,PERU CUSCO PLAZA GRAU,"Miguel Grau, Cusco, Peru",-13.5269881,-71.9787031,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE AIJA,PE-RUC  20542003317,PERU ANCASH JR INDEPENDENCIA SN,"Jr. Independencia, Llamellín 02345, Peru",-9.0999456,-77.0156966,GEOMETRIC_CENTER
INSTITUTO DE VIALIDAD MUNICIPAL PROVINCIAL DE YUNGAY,PE-RUC  20530741207,PERU ANCASH PLAZA DE ARMAS S/N YUNGAY,"Yungay, Peru",-9.1384166,-77.7423469,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE JIRCAN,PE-RUC  20285613770,PERU HUANUCO JR. LAS MERCEDES PLAZA DE ARMAS,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE MARISCAL LUZURIAGA,PE-RUC  20407979550,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHALACO,PE-RUC  20146979344,PERU PIURA BOLIVAR Nº204 - CHALACO,"Chalaco, Peru",-5.0725485,-79.7960523,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LA LIBERTAD,PE-RUC  20170994770,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
GOBIERNO REGIONAL JUNIN UNIDAD EJECUTORA 307 EDUCACION JAUJA,PE-RUC  20600652771,PERU JUNIN ATAHUALPA,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SINCOS,PE-RUC  20191873492,PERU JUNIN PLAZA PRINCIPAL 2DO PISO,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE INCHUPALLA,PE-RUC  20188576851,PERU PUNO PLAZA DE ARMAS S/N 2DO PISO INT.6,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE NICOLAS DE PIEROLA,PE-RUC  20190587437,PERU AREQUIPA BOLIVAR 402,"Simon Bolivar 402, Arequipa 04018, Peru",-16.355436,-71.5462076,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PUCARA - HUANCAYO,PE-RUC  20202656634,PERU JUNIN PLAZA PRINCIPAL DE PUCARA,"Pucara, Peru",-12.1870638,-75.0844757,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE AWAJUN,PE-RUC  20531272405,PERU SAN MARTIN JR. AWAJÚN S/N - BAJO NARANJILLO,"5JM8+4RR, Naranjillo 22861, Peru",-5.817126699999999,-77.3829789,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PARIACOTO,PE-RUC  20172267620,PERU ANCASH JR. MIGUEL A. MORAN Nº 304-306,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TAUCA,PE-RUC  20282749042,PERU ANCASH PLAZA DE ARMAS 115,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
GOBIERNO REGIONAL DE ANCASH-EDUCACION USE PALLASCA,PE-RUC  20360536239,PERU ANCASH JR. SAN JERÓNIMO 109 CABANA,"Cabana 02850, Peru",-8.3944043,-78.006695,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUANOQUITE,PE-RUC  20159363121,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CHONGOS BAJO,PE-RUC  20201934509,PERU JUNIN PLAZA PRINCIPAL SN DISTRITO DE CHONGOS BAJO,"Chongos Bajo 12430, Peru",-12.1330922,-75.26832279999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN PABLO - BELLAVISTA,PE-RUC  20193188851,"PERU SAN MARTIN JR. MIGUEL GRAU - SAN PABLO, PROVINCIA DE BELLAVISTA","San Pablo, 22730, Peru",-6.838044,-76.5719414,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PANCAN,PE-RUC  20185763847,PERU JUNIN PLAZA PRINCIPAL,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE JORGE BASADRE,PE-RUC  20533037659,PERU TACNA AA.HH. NUEVO LOCUMBA MZ M LT 1,"Tacna, Peru",-18.0067602,-70.2460246,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE QUILCAS,PE-RUC  20206723077,PERU JUNIN AV.SAN MARTIN Nº 435,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
GOBIERNO REGIONAL DE LORETO-UNIDAD DE GESTION EDUCATIVA LOCAL DATEM DEL MARAÑON,PE-RUC  20528292918,PERU LORETO JR. PASTAZA NRO. 224 LORETO - DATEM DEL MARAÑON - BARRANCA,"C. Pastaza 224, Pucallpa 16600, Peru",-4.8320395,-76.5540783,ROOFTOP
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE CASTROVIRREYNA,PE-RUC  20568015534,PERU HUANCAVELICA AV. LOS LIBERTADORES NRO. S/N HUANCAVELICA - CASTROVIRREYNA - CASTROVIRREYNA,"Av. Los Libertadores, Castrovirreyna 09725, Peru",-13.2823057,-75.318124,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PAPAPLAYA,PE-RUC  20156954986,PERU SAN MARTIN JR. HUALLAGA S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE YANAS,PE-RUC  20224405279,PERU HUANUCO CALLE SAN FRANCISCO SN HUANUCO,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
INSTITUTO VIAL PROVINCIAL DE TACNA,PE-RUC  20532715700,PERU TACNA CALLE INCLAN N° 404,"Cnel. Inclan 404, Tacna 23001, Peru",-18.0118575,-70.2534292,ROOFTOP
GOBIERNO REGIONAL DE AMAZONAS-UNIDAD EJECUTORA 303 EDUCACION BAGUA CAPITAL,PE-RUC  20392336908,PERU AMAZONAS AV. HEROES DEL CENEPA NRO. 1090 AMAZONAS - BAGUA - BAGUA,"Av Héroes del Cenepa N° 1090, Bagua 01721, Peru",-5.6384183,-78.5313362,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LUIS CARRANZA,PE-RUC  20219098236,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE CUSCO-UNIDAD EJECUTORA 311 UGEL CALCA,PE-RUC  20564387003,PERU CUSCO MARISCAL CASTILLA SN,"Mariscal Castilla, Cusco 08007, Peru",-13.5324216,-71.9726294,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SABANDIA,PE-RUC  20170573081,PERU AREQUIPA AV.PRINCIPAL S/N,"C. Jerusalén, Arequipa 04001, Peru",-16.3952233,-71.5336682,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL DE GRAU,PE-RUC  20450547728,PERU APURIMAC Av. Grau S/N - Chuquibambilla,"Chuquibambilla, Peru",-14.1028317,-72.7061231,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LA RAMADA,PE-RUC  20220894551,PERU CAJAMARCA 6 DE OCTUBRE Nº9 2DO.PISO INT.4,"4, Jesús 06371, Peru",-7.2471248,-78.3808452,APPROXIMATE
GOBIERNO REGIONAL DE PUNO - UNIDAD EJECUTORA 310 EDUCACION SANDIA,PE-RUC  20448112943,PERU PUNO JR. 28 DE JULIO NRO. S/N PUNO - SANDIA - SANDIA,"Jr. 28 de Julio, Puno 21001, Peru",-15.8320613,-70.0254782,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN JUAN DEL ORO,PE-RUC  20188065849,PERU PUNO JR. TAMBOPATA S/N,"Jr. Tambopata, Juliaca 21103, Peru",-15.4768623,-70.1135495,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PIURA - UNIDAD DE GESTION EDUCATIVA LOCAL AYABACA,PE-RUC  20484167720,PERU PIURA CALLE BOLIVAR Nº 100,"C. Simón Bolívar 100, Piura 20007, Peru",-5.1988351,-80.6561127,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LLALLI,PE-RUC  20224101644,PERU PUNO INCA GARCILAZO DE LA VEGA Nº205,"De La Vega, Puno 21001, Peru",-15.8270366,-70.0306095,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN SILVESTRE DE COCHAN,PE-RUC  20195252956,PERU CAJAMARCA AV.CAJAMARCA S/N,"Av. Cajamarca, San Marcos 06320, Peru",-7.3349166,-78.1654084,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE CORONGO,PE-RUC  20202582258,PERU ANCASH PLAZA DE ARMAS 206 2DO PISO,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
GOBIERNO REGIONAL DE HUANCAVELICA - UNIDAD EJECUTORA LUCHA CONTRA LA POBREZA,PE-RUC  20568472510,PERU HUANCAVELICA LOS INCAS NRO. S/N BAR. SANTA ANA,"Los Incas, Huancavelica 09001, Peru",-12.7823753,-74.9619244,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUAYRAPATA,PE-RUC  20198823903,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LOS CHANKAS,PE-RUC  20601366267,PERU APURIMAC RIO BLANCO SIN NRO,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
SERVICIO DE ADMINISTRACION TRIBUTARIA DE CAJAMARCA,PE-RUC  20453807267,PERU CAJAMARCA AV. ALAMEDA DE LOS INCAS S/N COMPLEJO QHAPAC ÑAN,"Av. Alameda de los Incas, Cajamarca 06002, Peru",-7.164750799999999,-78.4949303,GEOMETRIC_CENTER
GOBIERNO REGIONAL AREQUIPA UGEL LA UNION,PE-RUC  20601770971,PERU AREQUIPA INDEPENDENCIA 201,"Ca. Independencia 201, Miraflores 04004, Peru",-16.3850816,-71.5152468,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CHUCUITO - PUNO,PE-RUC  20203056223,PERU PUNO JIRON PASIÓN Nº 515 - CHUCUITO,"Chucuito, Peru",-15.9039696,-69.8865431,APPROXIMATE
GOBIERNO REGIONAL CUSCO UNIDAD DE GESTION EDUCATIVA LOCAL DE URUBAMBA,PE-RUC  20601249741,PERU CUSCO BOLOGNESI,"Bolognesi, Cusco 08007, Peru",-13.5269935,-71.9765278,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ATUNCOLLA,PE-RUC  20161255638,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
GOBIERNO REGIONAL DE PUNO - UNIDAD DE GESTION EDUCATIVA DE LAMPA,PE-RUC  20448679072,PERU PUNO JR. SAN ROMAN NRO. S/N CERCADO (A 3 CDRAS DE LA PLAZA DE ARMAS) PUNO - LAMPA - LAMPA,"Lampa 21801, Peru",-15.3636353,-70.36675919999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LARI,PE-RUC  20312182417,PERU AREQUIPA PLAZA PRINCIPAL N§ 400,"Pl. Principal 400, Arequipa 04012, Peru",-16.4702026,-71.4844291,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL CELENDIN,PE-RUC  20529674814,PERU CAJAMARCA JR GRAU NRO 394,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CHANCAY SAC,PE-RUC  20172299581,PERU LIMA CAL. TENIENTE PRINGLES NRO. 150 LIMA - HUARAL - CHANCAY,"Teniente Pringles 150, Chancay 15131, Peru",-11.5667763,-77.26938799999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SICSIBAMBA,PE-RUC  20202015094,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
GOBIERNO REGIONAL DE CUSCO - UNIDAD DE SERVICIOS EDUCATIVOS CANCHIS,PE-RUC  20200575645,PERU CUSCO AVENIDA CENTENARIO Nº 229- SICUANI,"Av. Centenario 229, Sicuani 08254, Peru",-14.2727871,-71.2305817,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE AREQUIPA -UNIDAD EJECUTORA  UGEL LA JOYA,PE-RUC  20601763096,PERU AREQUIPA PLAZA PRINCIPAL,"Pl. Principal, Characato 04012, Peru",-16.469155,-71.4844938,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE MOQUEGUA - UGEL MARISCAL NIETO,PE-RUC  20519922453,PERU MOQUEGUA APV INADE G SN LOS ANGELES,"Moquegua, Peru",-17.1882694,-70.93179500000001,APPROXIMATE
GOBIERNO REGIONAL DE AREQUIPA - UNIDAD DE GESTION EDUCATIVA LOCAL ISLAY,PE-RUC  20601763789,PERU AREQUIPA CALLE IQUITOS NRO 437,"Iquitos 437, Arequipa 04012, Peru",-16.4442197,-71.5326537,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE ORCOTUNA,PE-RUC  20205376390,PERU JUNIN PARQUE LA LIBERTAD 230,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
GOBIERNO REGIONAL DE LAMBAYEQUE - UGEL FERREÑAFE,PE-RUC  20479954691,PERU LAMBAYEQUE Vacio/Nulo,"Lambayeque, Peru",-6.7044468,-79.9042472,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SALAMANCA,PE-RUC  20206936658,PERU AREQUIPA CALLE PRINCIPAL S/N,"Calle Principal, Paucarpata 04008, Peru",-16.4305852,-71.4985743,GEOMETRIC_CENTER
HOSPITAL MUNICIPAL LOS OLIVOS,PE-RUC  20514772194,PERU LIMA AV. EL NARANJAL Nº 318 LOS OLIVOS,"Av. Naranjal 318, Los Olivos 15328, Peru",-11.9766713,-77.06335109999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUICUNGO,PE-RUC  20178498160,PERU SAN MARTIN JR. SANTA ROSA S/N,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE BOLIVAR,PE-RUC  20397775683,PERU LA LIBERTAD JR. SUCRE BOLIVAR,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE HUANUCO-SALUD AIS UTES TINGO MARIA,PE-RUC  20201353875,PERU HUANUCO AV. UCAYALI NRO 114,"Ucayali 114, Amarilis 10003, Peru",-9.9432981,-76.24917070000001,ROOFTOP
GOBIERNO REGIONAL DE LA LIBERTAD-USE JULCAN,PE-RUC  20221099100,PERU LA LIBERTAD MZ-  A 31   LOTE  2 JULCAN,"Julcán, Peru",-8.0442754,-78.4880543,APPROXIMATE
GOBIERNO REGIONAL DE ANCASH-EDUCACION USE CARLOS F. FITZCARRALD,PE-RUC  20407043881,PERU ANCASH JR.  28  DE  JULIO   SAN LUIS,"Jr.28 de Julio, San Luis 02310, Peru",-9.0944393,-77.3279285,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE AMAZONAS - EDUCACION BAGUA,PE-RUC  20392286617,PERU AMAZONAS AV. CHACHAPOYAS 1749 BAGUA GRANDE,"Av. Chachapoyas 1749, Bagua Grande 01621, Peru",-5.7538812,-78.4447867,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LEVANTO,PE-RUC  20165783639,PERU AMAZONAS JR. ALONSO DE ALVARADO,"Jr. Alonso de Alvarado, Mendoza 01335, Peru",-6.3933532,-77.4833581,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE APURIMAC-EDUCACION CHANKA,PE-RUC  20366083406,PERU APURIMAC JR. ALFONSO UGARTE 346 ANDAHUAYLAS,"Jr. Alfonso Ugarte 346, Andahuaylas 03701, Peru",-13.6512086,-73.3633803,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE JUNIN - UNIDAD EJECUTORA EDUCACION CHANCHAMAYO,PE-RUC  20568448309,PERU JUNIN AV. CARRETERA CENTRAL NRO. SN AA.VV. PAMPA DELCARMEN (S72204391 COSTADO ESTADIO MUNICIPAL) JUNIN - CHANCHAMAYO - CHANCHAMAYO,"Pampa del Cármen, La Merced, Peru",-11.0681876,-75.3383027,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUANCA,PE-RUC  20193358790,PERU AREQUIPA JUNIN No 400,"Junin 400, Arequipa 04006, Peru",-16.4031552,-71.50856739999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE HUACAÑA,PE-RUC  20287321806,PERU AYACUCHO CALLE SAN PEDRO 2DO PISO MZ.8 LOTE 4,"San Pedro 05510, Peru",-14.77248,-74.098793,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE APONGO,PE-RUC  20221556365,PERU AYACUCHO PLAZA PRINCIPAL SN APONGO,"Apongo 05440, Peru",-14.0133417,-73.9321588,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CONGALLA,PE-RUC  20154442589,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
