Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE BUENAVISTA ALTA,PE-RUC  20174670693,PERU ANCASH PLAZA DE ARMAS,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI,PE-RUC  20176232227,PERU HUANUCO ESPIRITU SANTO,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
GOBIERNO REGIONAL DEL CALLAO - UNIDAD EJECUTORA 403 HOSPITAL DE VENTANILLA,PE-RUC  20550992940,PERU CALLAO AV. PEDRO BELTRAN C-3 NRO. S/N PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - VENTANILLA,"Av. Pedro Beltran, Ventanilla 07051, Peru",-11.8706413,-77.1204966,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LONYA CHICO,PE-RUC  20165781181,PERU AMAZONAS PLAZA DE ARMAS S/N LONYA CHICO,"Lonya Chico 01500, Peru",-6.2306088,-77.9554253,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TAPICHE,PE-RUC  20229244869,PERU LORETO AVENIDA ELIAS AGUIRRE 1549,"Aguirre 1549, Iquitos 16006, Peru",-3.7615968,-73.2527387,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE LORETO - RED DE SALUD DATEM DEL MARAÑON,PE-RUC  20528442154,PERU LORETO CAL. DANIEL A. CARRION NRO. S/N SAN LORENZO LORETO - DATEM DEL MARAÑON - BARRANCA,"San Lorenzo, Peru",-4.8102326,-76.5372625,APPROXIMATE
GOBIERNO REGIONAL CAJAMARCA UNIDAD EJECUTORA DE SALUD SANTA CRUZ,PE-RUC  20602066330,PERU CAJAMARCA LOS MAESTROS NRO 407,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
GOBIERNO REGIONAL DE MADRE DE DIOS-AGRICULTURA,PE-RUC  20350402935,PERU MADRE DE DIOS AV. FITZCARRALD N° 265 - PUERTO MALDONADO,"Av. Carlos Fermin Fitzcarrald 265, Puerto Maldonado 17001, Peru",-12.5996007,-69.18307630000001,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN,PE-RUC  20162332261,PERU PASCO LIBERTAD,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
MINAG - PROYECTO ESPECIAL ALTO HUALLAGA,PE-RUC  20202348654,PERU HUANUCO PASAJE LOS ROSALES 101 CASTILLO GRANDE - TINGO MARIA,"Tingo María 10131, Peru",-9.2976466,-76.0000202,APPROXIMATE
UNIDAD EJECUTORA 002 INICTEL-UNI,PE-RUC  20514761826,PERU LIMA SAN LUIS,"San Luis, Peru",-12.0784625,-76.99911399999999,APPROXIMATE
GOBIERNO REGIONAL DE AREQUIPA-ZONA DE DESARROLLO INTEGRAL DE SALUD CAMANA,PE-RUC  20167237895,PERU AREQUIPA AV. LIMA 550 CAMANA,"Av. Lima 550, Camaná 04450, Peru",-16.6182743,-72.7081486,ROOFTOP
"MINISTERIO DE TRANSPORTES Y COMUNICACIONES - UNIDAD EJECUTORA 015 - MEJORAMIENTO DEL SERVICIO DE TRANSPORTE URBANO EN LA CIUDAD DE TRUJILLO, DEPARTAMENTO DE LA LIBERTAD",PE-RUC  20611273640,PERU LIMA ZORRITOS 1203,"Zorritos 1203, Lima 15404, Peru",-12.0270151,-77.01580980000001,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - SAN MARTIN,PE-RUC  20531296843,PERU SAN MARTIN JR. BOLOGNESI Nº71,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE UÑON,PE-RUC  20199706391,PERU AREQUIPA PLAZA PRINCIPAL,"Pl. Principal, Characato 04012, Peru",-16.469155,-71.4844938,GEOMETRIC_CENTER
EMPRESA MUNICIPAL DE SERVICIOS ELECTRICOS UTCUBAMBA - BAGUA GRANDE,PE-RUC  20288529087,PERU AMAZONAS JR. JOSE GALVEZZ N° 151 - BAGUA GRANDE,"Jose Galvez 151, Bagua Grande 01621, Peru",-5.757148,-78.4378188,ROOFTOP
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD GESTION EDUCATIVA VILCASHUAMAN,PE-RUC  20534489413,PERU AYACUCHO JR. INCA HUASI NRO. S/N UCHUY PLAZA AYACUCHO - VILCAS HUAMAN - VILCAS HUAMAN,"Vilcashuamán 05326, Peru",-13.6541087,-73.9521468,APPROXIMATE
PROGRAMA NACIONAL DE BECAS Y CREDITO EDUCATIVO,PE-RUC  20546798152,PERU LIMA AV AREQUIPA NO 1935 LINCE,"Av. Arequipa 1935, Lince 15046, Peru",-12.0839319,-77.03417379999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE JAQUI,PE-RUC  20207861759,PERU AREQUIPA PLAZA DE ARMAS,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE ASCOPE,PE-RUC  20396863171,PERU LA LIBERTAD JIRON GRAU 1025 ASCOPE ASCOPE LA LIBERTAD,"Miguel Grau 1025, Ascope 13770, Peru",-7.714070899999999,-79.1067388,ROOFTOP
GOBIERNO REGIONAL DE LA LIBERTAD - UGEL 03 UNIDAD EJECUTORA EDUCACION 315 TRUJILLO NOR OESTE,PE-RUC  20539858077,PERU LA LIBERTAD PJ. SAN LUIS NRO. 110 URB. SAN ANDRES LA LIBERTAD - TRUJILLO - TRUJILLO,"San Andrés, Trujillo, Peru",-8.118227000000001,-79.035548,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COCHAS - CONCEPCION,PE-RUC  20201188149,PERU JUNIN PLAZA PRINCIPAL,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE AHUAC,PE-RUC  20204050318,PERU JUNIN JR ARENALES SN PLAZA PRINCIPAL,"Jr. Arenales, Junín 12731, Peru",-11.1491416,-75.9971354,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PIURA-EDUCACIÓN ALTO PIURA,PE-RUC  20484014907,PERU PIURA Vacio/Nulo,"Piura, Peru",-5.1782884,-80.6548882,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS,PE-RUC  20213364759,PERU LIMA AV. JORGE CHAVEZ S/N,"Av. Jorge Chavez, Lima 15049, Peru",-12.1485184,-77.0094428,GEOMETRIC_CENTER
GOBIERNO  REGIONAL DE CAJAMARCA -  UNIDAD EJECUTORA SALUD HUALGAYOC - BAMBAMARCA,PE-RUC  20602050506,PERU CAJAMARCA SAN CARLOS,"San Carlos 06665, Peru",-6.6143987,-79.2715424,APPROXIMATE
GOBIERNO REGIONAL DE PUNO-SALUD HUANCANE,PE-RUC  20363839500,PERU PUNO AV. STA. CRUZ HUANCANE,"Sta. Cruz, Huancané 21316, Peru",-15.1979739,-69.7663851,GEOMETRIC_CENTER
INSTITUTO NACIONAL PENITENCIARIO,PE-RUC  20131370050,PERU LIMA JR. CARABAYA Nº 456 - CERCADO DE LIMA,"Jirón Carabaya 456, Lima 15001, Peru",-12.0480969,-77.03165229999999,ROOFTOP
INPE-OFICINA GENERAL DE INFRAESTRUCTURA,PE-RUC  20381159281,PERU LIMA ANDRÉS CÁCERES Nº 380 Y ADOLFO DE LA JARA Nº 234 URB. SAN ANTONIO MIRAFLORES,"Miraflores, Peru",-12.1224896,-77.03135019999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MORONA,PE-RUC  20202591591,PERU LORETO CALLE PUERTO AMERICA S/N,"Loreto, Peru",-4.232472899999999,-74.21793260000001,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE AYAPATA,PE-RUC  20202885315,PERU PUNO PLAZA TUPAC AMARU S/N,"Tupac Amaru, Puno 21001, Peru",-15.8422214,-70.0192557,GEOMETRIC_CENTER
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMAZONAS S.R.LTDA.,PE-RUC  20223938478,PERU AMAZONAS JR PIURA Nº 875,"Jr. Piura 875, Bagua 01721, Peru",-5.6352353,-78.5262958,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE LOS ORGANOS,PE-RUC  20147047950,PERU PIURA PANAMERICANA NORTE S/N,"Au. Panamericana Nte., Piura, Peru",-5.2028899,-80.684843,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN PEDRO - LUCANAS,PE-RUC  20229995759,PERU AYACUCHO AVENIDA JOSE MARIA ARGUEDAS Nº 344 SAN PEDRO,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE ACOBAMBA,PE-RUC  20191121954,PERU HUANCAVELICA PQ. JORGE CHAVEZ S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO,PE-RUC  20193995242,PERU ICA PAMPAHUASI S/N,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MARCAS,PE-RUC  20202510699,PERU HUANCAVELICA PLAZA PRINCIPAL,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO,PE-RUC  20223145052,PERU SAN MARTIN JR. SARGENTO LORES Nº 303,"Jr. Sgto. Lores 303, Bagua 01721, Peru",-5.6372221,-78.53077549999999,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA,PE-RUC  20393127431,PERU UCAYALI Vacio/Nulo,"Ucayali, Peru",-9.8251183,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ALIS,PE-RUC  20191015178,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
GOBIERNO REGIONAL DE MOQUEGUA-SALUD,PE-RUC  20171880891,PERU MOQUEGUA AV. BOLIVAR S/N,"Av Simon Bolivar, Moquegua 18001, Peru",-17.1879655,-70.9310569,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CHILCAS,PE-RUC  20208090861,PERU AYACUCHO PLAZA PRINCIPAL DE CHILCAS,"Chilcas 05280, Peru",-13.1717038,-73.9069121,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTA BARBARA DE CARHUACAYAN,PE-RUC  20146511954,PERU JUNIN PLAZA PRINCIPAL,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHANCAY BAÑOS,PE-RUC  20202315055,PERU CAJAMARCA JR. 13 DE JUNIO Nº 560,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
GOBIERNO REGIONAL DE UCAYALI - DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO,PE-RUC  20393125498,PERU UCAYALI JR. 2 DE MAYO NRO 111,"Jr. 2 de Mayo 111, Pucallpa 25001, Peru",-8.382295599999999,-74.5270319,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE BUENOS AIRES - PICOTA,PE-RUC  20162978528,PERU SAN MARTIN JR.TARAPOTO Nº430,"Tarapoto, Peru",-6.4824784,-76.3726891,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN PEDRO - CANCHIS,PE-RUC  20159345492,PERU CUSCO PLAZA DE ARMAS DE SAN PEDRO S/N,"Plaza de Armas, 3S 78, San Pedro 08245, Peru",-14.1865134,-71.3433953,ROOFTOP
GOBIERNO REGIONAL DE SAN MARTIN - EDUCACION MOYOBAMBA,PE-RUC  20404224809,PERU SAN MARTIN JR. VARACADILLO 237 - MOYOBAMBA,"Varacadillo 237, Moyobamba 22001, Peru",-6.033627399999999,-76.97071679999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CARHUACALLANGA,PE-RUC  20318766569,PERU JUNIN PLAZA PRINCIPAL S/N - CARHUACALLANGA,"Carhuacallanga, 12442, Peru",-12.355334,-75.2070644,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MATAPALO,PE-RUC  20190332013,PERU TUMBES AV. ZARUMILLA,"Zarumilla, Tumbes 24001, Peru",-3.5647245,-80.4614962,GEOMETRIC_CENTER
MEJORAMIENTO DE SERVICIOS A CIUDADANOS Y EMPRESAS,PE-RUC  20603965451,PERU LIMA TARATA 160,"Jr. Tarata 160, Lima 15001, Peru",-12.0569688,-77.0215317,ROOFTOP
MUNICIPALIDAD DISTRITAL DE OCOÑA,PE-RUC  20211371545,PERU AREQUIPA AV UNION SN PLAZA DE ARMAS,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ANCO - CHURCAMPA,PE-RUC  20199462661,PERU HUANCAVELICA ESQUINA JR 28 DE JULIO Y AV HUANCAVELICA CENTRO CIVICO ANCO,"Anco, Peru",-12.6479481,-74.5697617,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE AUCALLAMA,PE-RUC  20188930027,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CHONGOYAPE,PE-RUC  20164032702,PERU LAMBAYEQUE CALLE LIMA Nº 1225,"Lambayeque, Peru",-6.7044468,-79.9042472,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PIMENTEL,PE-RUC  20164032613,PERU LAMBAYEQUE LEONCIO PRADO N°143 - PIMENTEL,"Leoncio Prado 143, Pimentel 14000, Peru",-6.8353385,-79.93571299999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TENIENTE CESAR LOPEZ ROJAS,PE-RUC  20218524819,PERU LORETO SHUCUSHYACU,"Schucshuyacu 16531, Peru",-6.025883299999999,-75.8722765,APPROXIMATE
CORTE SUPERIOR DE JUSTICIA DE HUANUCO,PE-RUC  20573016786,PERU HUANUCO 2 DE MAYO,"Dos de Mayo Province, Peru",-9.590017399999999,-76.5025742,APPROXIMATE
CORTE SUPERIOR DE JUSTICIA DE LA LIBERTAD,PE-RUC  20477550429,PERU LA LIBERTAD MZA. P LOTE. 7 SEC. NATASHA ALTA LA LIBERTAD - TRUJILLO - TRUJILLO,"Natasha Alta, Trujillo 13011, Peru",-8.1128687,-79.0486153,APPROXIMATE
GOBIERNO REGIONAL DE ANCASH - RED DE SALUD PACIFICO SUR,PE-RUC  20531636539,PERU ANCASH AV. ANCHOVETA NRO. S/N ANCASH - SANTA - NUEVO CHIMBOTE,"Cáceres aramayo B1, Nuevo Chimbote 02712, Peru",-9.1294249,-78.5166029,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE NUEVA ARICA,PE-RUC  20162368533,PERU LAMBAYEQUE CALLE MIGUEL GRAU 851 NUEVA ARICA CHICLAYO LAMBAYEQUE,"C. Miguel Grau, Nueva Arica 14730, Peru",-6.8737108,-79.342031,GEOMETRIC_CENTER
MINISTERIO DE DEFENSA,PE-RUC  20131367938,PERU LIMA AV. BOULEVARD LIMA,"Av. Boulevard, Ate 15023, Peru",-12.0647638,-76.9680314,GEOMETRIC_CENTER
CORTE SUPERIOR DE JUSTICIA DE AYACUCHO,PE-RUC  20602769934,PERU AYACUCHO COSTITUCIÓN,"Constitución, Ayacucho 05002, Peru",-13.1695336,-74.2187299,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CATAHUASI,PE-RUC  20176171686,PERU LIMA JR. HIPOLITO HUNANUE Nº228,"Hipolito Unanue, Comas 15312, Peru",-11.9364005,-77.0558042,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAUCEPAMPA,PE-RUC  20166741174,PERU CAJAMARCA AV.MARINO BECERRA S/N,"Jr, Jirón Ayacucho 936, Cajamarca 06002, Peru",-7.157557,-78.5108695,ROOFTOP
GOBIERNO REGIONAL DE APURIMAC - DIRECCION DE SALUD VIRGEN DE COCHARCAS CHINCHEROS,PE-RUC  20491244900,PERU APURIMAC CAL. COTABAMBAS NRO. S/N (A 1CDRA DE LA PLAZA PRINCIPAL) APURIMAC - CHINCHEROS - CHINCHEROS,"Chincheros Province, Peru",-13.5099531,-73.7007088,APPROXIMATE
