Entidad,RUC,original_address,formatted_address,lat,lng,confidence
GOBIERNO REGIONAL DE CAJAMARCA - HOSPITAL SANTA MARÍA DE CUTERVO,PE-RUC  20610637451,PERU CAJAMARCA ICA S/N,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE DANIEL ALOMIA ROBLES,PE-RUC  20204860409,PERU HUANUCO PUMAHUASI S/N,"Daniel Alomia Robles, Peru",-9.3660055,-75.78365889999999,APPROXIMATE
SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE CAJAMARCA S.A.,PE-RUC  20113733641,PERU CAJAMARCA JR CRUZ DE PIEDRA NRO. 150,"Jirón Cruz de Piedra 211, Cajamarca 06002, Peru",-7.160223999999999,-78.52123499999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE JOSE SABOGAL,PE-RUC  20201596859,PERU CAJAMARCA PLAZA DE ARMAS S/N,"Plaza de Armas of Cajamarca, Jr del Batán, Cajamarca 06001, Peru",-7.157005,-78.51755299999999,GEOMETRIC_CENTER
UNIVERSIDAD NACIONAL DE HUANCAVELICA,PE-RUC  20168014962,PERU HUANCAVELICA JR: VICTORIA GARMA 275 E HIPOLITO UNANUE 280,"280, Jr. Victoria Garma 275, Huancavelica 09001, Peru",-12.7860541,-74.97441859999999,RANGE_INTERPOLATED
UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 02 - RIMAC,PE-RUC  20332784111,PERU LIMA JR. ANTON SANCHEZ Nº 202 -SMP,"Antón Sánchez 202, San Martín de Porres 15102, Peru",-12.0294742,-77.0452208,ROOFTOP
GOBIERNO REGIONAL DE CUSCO-INSTITUTO DE MANEJO DE AGUA Y MEDIO AMBIENTE( IMA),PE-RUC  20159316981,PERU CUSCO AV. PEDRO VILCAPAZA  B-12 332 CUSCO,"Pedro Vilca Apaza, Cusco, Peru",-13.5237439,-71.962142,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PATAPO,PE-RUC  20396058724,PERU LAMBAYEQUE AVENIDA REAL S/N PATAPO,"Av. Real, Patapo 14611, Peru",-6.7379243,-79.6403539,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE FLORIDA - POMACOCHAS,PE-RUC  20165784287,PERU AMAZONAS JR.FLORIDA NO 501 INTERIOR 5 MZ 2,"Jr. Florida 501, Pomacochas 01150, Peru",-5.8260904,-77.9695179,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUANCARAY,PE-RUC  20201967181,PERU APURIMAC PLAZA DE ARMAS S/N,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE FIDEL OLIVAS ESCUDERO,PE-RUC  20221633882,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE AMBO,PE-RUC  20146008926,PERU HUANUCO JR. CONSTITUCION Nº 353 - AMBO,"353, Huánuco 10001, Peru",-9.925500099999999,-76.2375016,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CAPASO,PE-RUC  20145483353,PERU PUNO PLAZA DE ARMAS,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE MOYA,PE-RUC  20189996251,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
ESCUELA NACIONAL SUPERIOR DE FOLKLORE,PE-RUC  20174237388,PERU LIMA AV. LAS FLORES 336 LIMA,"Ca. Gral. Vidal 336, Lima 15074, Peru",-12.1147545,-77.0269504,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE PIURA-GERENCIA SUB REGIONAL MORROPON HUANCABAMBA,PE-RUC  20484002992,PERU PIURA ENRIQUE CHECA EGUIGUREN Nº 186 - CHULUCANAS,"Chulucanas, Peru",-5.093626,-80.1596041,APPROXIMATE
MUNICIPALIDAD DISTRITAL JOSE MARIA ARGUEDAS,PE-RUC  20600234634,PERU APURIMAC PLAZA HUANCABAMBA FRENTE A PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE LAMAS,PE-RUC  20450373631,PERU SAN MARTIN Jr. Zosimo Rivas Nº 282 - Lamas - San Martin,"Zósimo Riva, Lamas 22151, Peru",-6.4220597,-76.5169472,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE,PE-RUC  20158887259,PERU PIURA AV. MANUEL SEDAME Nº111,"Piura, Peru",-5.1782884,-80.6548882,APPROXIMATE
INSTITUTO VIAL PROVINCIAL DE CANGALLO,PE-RUC  20452795028,PERU AYACUCHO PLAZA PRINCIPAL DE CANGALLO AYACUCHO,"Cangallo, Peru",-13.6291421,-74.1438375,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE OYOTUN,PE-RUC  20171775834,PERU LAMBAYEQUE CALLE ALFONSO UGARTE NO 351,"C. Alfonso Ugarte 351, Zaña 14711, Peru",-6.919182900000001,-79.5823633,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS,PE-RUC  20199818351,PERU JUNIN PLAZA PRINCIPAL 2DO PISO,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
DIRECCION DE  AVIACION  POLICIAL - PNP,PE-RUC  20428696515,PERU CALLAO AV. ELMER FAUCETT N° 3900,"Av. Elmer Faucett 3900, Callao 07031, Peru",-12.0108297,-77.11111489999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE MONSEFU,PE-RUC  20191711328,PERU LAMBAYEQUE CALLE 7 DE JUNIO Nº513,"C. 7 de Junio, Zaña 14711, Peru",-6.9225213,-79.5831075,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE COPALLIN,PE-RUC  20185607471,PERU AMAZONAS JR.GARCILAZO DE LA VEGA 321,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTA CATALINA - LUYA,PE-RUC  20205208179,PERU AMAZONAS JR.COMERCIO,"Jr. Comercio, Bagua 01721, Peru",-5.6381469,-78.5301054,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PIURA-SALUD LUCIANO CASTILLO COLONNA,PE-RUC  20199565398,PERU PIURA TRANSVERSAL TUMBES SULLANA,"Trans. Tumbes, Sullana, Peru",-4.901727,-80.689318,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUAYLLAY GRANDE,PE-RUC  20154443046,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
DIRECCION REGIONAL DE EDUCACION  DE  LIMA METROPOLITANA,PE-RUC  20330611023,PERU LIMA JR. JULIAN ARCE  - URB. SANTA CATALINA 412 LIMA,"Julián Arce 412, Lima 15034, Peru",-12.0848756,-77.02189369999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SABAINO,PE-RUC  20177892441,PERU APURIMAC VEINTE DE AGOSTO Y MUNICIPAL,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD DE SAN MIGUEL,PE-RUC  20534768053,PERU AYACUCHO JR. FRANCISCO PIZARRO NRO. 305 AYACUCHO - LA MAR - SAN MIGUEL,"Francisco Pizarro 305, Ayacucho 05001, Peru",-13.1605184,-74.22153,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE LLACANORA,PE-RUC  20191575718,PERU CAJAMARCA CALLE MIGUEL GRAU Nº 120,"Miguel Grau 120, Cajamarca 06002, Peru",-7.153894699999999,-78.51373749999999,ROOFTOP
PATRONATO DEL PARQUE DE LAS LEYENDAS - FELIPE BENAVIDES BARREDA,PE-RUC  20125645039,PERU LIMA PARQUE DE LAS LEYENDAS NRO. 580 - 582 - 586,"582 586, Av. Parque de las Leyendas 580, San Miguel 15088, Peru",-12.0733798,-77.08675079999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE OCUMAL,PE-RUC  20185610421,PERU AMAZONAS JR.AMAZONAS S/N,"Jr. Amazonas, Chachapoyas 01001, Peru",-6.2297815,-77.8623465,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE JUNIN - DIRECCIÓN REGIONAL DE SALUD DE JUNIN - RED DE SALUD - TARMA,PE-RUC  20171344264,PERU JUNIN AV. PACHECO 362 - TARMA,"Av. Pacheco 362, Tarma 12651, Peru",-11.4250735,-75.692987,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SUYO,PE-RUC  20161411605,PERU PIURA JR. LEONCIO PRADO S/N,"Jr. Leoncio Prado, Pueblo Nuevo de Colán 20711, Peru",-4.9128318,-81.0573408,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE PATAZ - TAYABAMBA,PE-RUC  20226962892,PERU LA LIBERTAD JR. JOSE GALVEZ No 320 TAYABAMBA,"Jr. José Gálvez 320, Tayabamba 13526, Peru",-8.275595899999999,-77.29641219999999,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE PUNO-EDUCACION ADE SAN ROMAN,PE-RUC  20208128184,PERU PUNO JR. NORIEGA 291 JULIACA,"Jr. Noriega 291, Juliaca 21104, Peru",-15.4976458,-70.130636,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SURCUBAMBA,PE-RUC  20232724588,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MARCABAMBA,PE-RUC  20287187131,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE LIMA - HOSPITAL HUARAL Y SERVICIOS BASICOS DE SALUD,PE-RUC  20180817680,PERU LIMA CALLE TACNA 120 URB. SAN JUAN II HUARAL,"Huaral, Peru",-11.4965921,-77.20905789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MORALES,PE-RUC  20148157325,PERU SAN MARTIN JR. TARAPOTO Nº112 MZ.4 LOTE 17,"Tarapoto, Peru",-6.4824784,-76.3726891,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE KCOSÑIPATA,PE-RUC  20159309933,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUASMIN,PE-RUC  20191948093,PERU CAJAMARCA JR. AREQUIPA Nº47,"JR. AREQUIPA, Chilete 06420, Peru",-7.2208038,-78.8393665,GEOMETRIC_CENTER
INPE-DIRECCION REGIONAL CENTRO - HUANCAYO,PE-RUC  20401384040,PERU JUNIN Jr. Cuzco 490 HUANCAYO,"Cusco 490, Huancayo 12002, Peru",-12.0587741,-75.1942475,RANGE_INTERPOLATED
ZONA ARQUEOLOGICA CARAL,PE-RUC  20505982259,PERU LIMA Av. Lomas de La Molina Nº 327- La Molina,"Las Lomas De La Molina Vieja, Lima 15024, Peru",-12.1001202,-76.9405398,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PULLO,PE-RUC  20287296348,PERU AYACUCHO PLAZA DE ARMAS,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE NAMBALLE,PE-RUC  20326259081,PERU CAJAMARCA JR. EJERCITO Nº 100 - NAMBALLE,"Jr. Ejercito N° 100, Namballe, Peru",-5.0041762,-79.0872321,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE YUNGAY,PE-RUC  20193334262,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHISQUILLA,PE-RUC  20165783809,PERU AMAZONAS PLAZA DE ARMAS S/N,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PALCA - TARMA,PE-RUC  20194077484,PERU JUNIN JR.SAN MARTIN NO 462,"Jr. San Martín 462, Junín 12731, Peru",-11.16061,-75.9904028,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PACUCHA,PE-RUC  20201967423,PERU APURIMAC PLAZA DE ARMAS S/N PACUCHA,"9MR4+7C8 Plaza De Armas Pacucha, Pacucha, Peru",-13.6093252,-73.34392319999999,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE HUANUCO - DIRECCIÓN REGIONAL DE SALUD - HUANUCO,PE-RUC  20146045881,PERU HUANUCO JR. DAMASO BERAUN 1017 HUANUCO,"DIRESA HUANUCO, Jirón Dámaso Beraún 1017, Huánuco 10001, Peru",-9.9304053,-76.2365964,ROOFTOP
MUNICIPALIDAD DISTRITAL DE VILCABAMBA - DANIEL A. CARRION,PE-RUC  20163069831,PERU PASCO PLAZA PRINCIPAL NO 116,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAMANQUIQUIA,PE-RUC  20184168082,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PIURA-SALUD,PE-RUC  20171766509,PERU PIURA AV. IRAZOLA SN - URB MIRAFLORES CASTILLA PIURA,"Av. Guillermo Irazola, Piura 20002, Peru",-5.1905748,-80.6232092,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE ASUNCION - CHACAS,PE-RUC  20226505211,PERU ANCASH JR. LIMA PLAZA DE ARMAS S/N 2DO PISO,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
GOBIERNO REGIONAL DE PUNO-EDUCACIÓN CARABAYA MACUSANI,PE-RUC  20406266975,PERU PUNO JR. GRAU 411 MACUSANI,"Macusani, Peru",-14.072176,-70.4253389,APPROXIMATE
GOBIERNO REGIONAL DE HUANUCO-TRANSPORTES,PE-RUC  20172373144,PERU HUANUCO JR. GENERAL PRADO 911 HUANUCO,"Leoncio Prado 911, Huánuco 10001, Peru",-9.9290032,-76.2453737,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE ATAURA,PE-RUC  20201912955,PERU JUNIN PLAZA PRINCIPAL S/N DISTRITO DE ATAURA - JAUJA,"Ataura 12160, Peru",-11.8024518,-75.439571,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CONIMA,PE-RUC  20215043861,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAYAPULLO,PE-RUC  20206380528,PERU LA LIBERTAD JUAN VEGA RABINES S/N 2DO PISO,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHICAMA,PE-RUC  20178833643,PERU LA LIBERTAD AV. LA LIBERTAD Nº 635 - CHICAMA,"Chicama, Peru",-7.847994799999999,-79.1407421,APPROXIMATE
GOBIERNO REGIONAL DE JUNIN-RED DE SALUD SAN MARTIN DE PANGOA,PE-RUC  20600332059,PERU JUNIN AV PANGOA NO SN SEC SALUD ESQUINA AV PANGOA Y AV ESPAÑA,"Avenida Pangoa, San Martín de Pangoa 12320, Peru",-11.433691,-74.482095,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD DE GESTION EDUCATIVA LOCAL SAN MARTIN TARAPOTO,PE-RUC  20187348341,PERU SAN MARTIN JR. SAN PABLO DE LA CRUZ Nº 381 TARAPOTO,"Jr. San Pablo de la Cruz 381, Tarapoto 22202, Peru",-6.4860852,-76.3575725,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE APURIMAC-GERENCIA SUBREGIONAL CHINCHEROS,PE-RUC  20490338773,PERU APURIMAC JR. COTABAMBAS NRO. 121 APURIMAC - CHINCHEROS - CHINCHEROS,"Jr. Cotabambas 121, Chincheros 03851, Peru",-13.5180069,-73.7230873,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA HOSPITAL ANTONIO LORENA,PE-RUC  20527287112,PERU CUSCO PLAZOLETA BELEN 1358 SANTIAGO CUSCO,"F2F9+29Q Plazoleta Belén, C. Belen, Cusco 08001, Peru",-13.5266568,-71.9811344,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ASUNCION - CAJAMARCA,PE-RUC  20198642861,PERU CAJAMARCA JR.CUSCO Nº 135 (PLAZA DE ARMAS DISTRITO DE ASUNCION),"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE JAZAN,PE-RUC  20168006277,PERU AMAZONAS AV.MARGINAL 472,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO VIRGEN DE GUADALUPE DEL SUR S.A.,PE-RUC  20163549027,PERU ICA AV. LA CULTURAL S/N. BISANDRA - NAZCA,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PUERTO ETEN,PE-RUC  20191574665,PERU LAMBAYEQUE AV.SAN MARTIN Nº126,"San Martín, Lambayeque 14013, Peru",-6.7028557,-79.906652,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL LA YARADA LOS PALOS,PE-RUC  20600982100,PERU TACNA GRAU SIN NRO,"Miguel Grau, Tacna 23001, Peru",-17.9987581,-70.23647,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE YANAHUAYA,PE-RUC  20191592990,PERU PUNO FRANCISCO BOLOGNESI S/N,"Coronel Francisco Bolognesi, Puno 21002, Peru",-15.8437897,-70.0356241,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE TACNA RED DE SALUD TACNA,PE-RUC  20602051995,PERU TACNA BLONDELL NRO 50 OF 108,"Tacna, Peru",-18.0067602,-70.2460246,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MATALAQUE,PE-RUC  20285732191,PERU MOQUEGUA INDEPENDENCIA,"Moquegua, Peru",-17.1882694,-70.93179500000001,APPROXIMATE
GOBIERNO REGIONAL DE LA LIBERTAD-SALUD UTES OTUZCO,PE-RUC  20354537096,PERU LA LIBERTAD CALLE PROGRESO   Nº 385  OTUZCO,"Calle Progreso 385, Otuzco 13201, Peru",-7.9050749,-78.5653854,RANGE_INTERPOLATED
INPE-DIRECCION REGIONAL SUR ORIENTE CUSCO,PE-RUC  20399849382,PERU CUSCO URB. BARRIO PROFESIONAL D-5 CUSCO,"D, Cusco 08003, Peru",-13.5196371,-71.9650485,APPROXIMATE
GOBIERNO REGIONAL DEL CALLAO UNIDAD EJECUTORA HOSPITAL DE REHABILITACIÓN DEL CALLAO,PE-RUC  20601761999,PERU CALLAO VIGIL,"Vigil, Callao 07021, Peru",-12.06074,-77.13387999999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE KISHUARA,PE-RUC  20163027080,PERU APURIMAC AV. AREQUIPA Nº 208 - KISHUARA,"Kishuara, 03760, Peru",-13.6745699,-73.1585626,APPROXIMATE
ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO MUNICIPAL DE UTCUBAMBA-BAGUA GRANDE,PE-RUC  20171727783,PERU AMAZONAS JR JOSÉ BERNARDO ALCEDO NRO 184,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PINTO RECODO,PE-RUC  20178534735,PERU SAN MARTIN JR. PROGRESO S/N,Peru,-9.189967,-75.015152,APPROXIMATE
