Entidad,RUC,original_address,formatted_address,lat,lng,confidence
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD HUAMANGA,PE-RUC  20495122361,PERU AYACUCHO MZA. D LOTE. 16 URB. BANCO DE LA NACION,"Urb Banco de la Nacion, Ayacucho, Peru",-13.1539022,-74.2271035,APPROXIMATE
IAFAS DEL EJERCITO DEL PERU (FOSPEME),PE-RUC  20508650451,PERU LIMA FAUSTINO SANCHEZ CARRION SN  EX AV PERSHING,"Av. Faustino Sánchez Carrión, Lima 15076, Peru",-12.0906662,-77.0566786,GEOMETRIC_CENTER
III DIRECCION TERRITORIAL DE POLICIA - TRUJILLO,PE-RUC  20481772550,PERU LA LIBERTAD JR. BOLOGNESI N° 428,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PICHANAKI,PE-RUC  20146640843,PERU JUNIN JR.1O DE MAYO 717,"Jr. 1º de Mayo 717, Jauja 12601, Peru",-11.7803225,-75.5030866,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE INCLAN,PE-RUC  20182314928,PERU TACNA AV. ALTO RAYO S/N - INCLAN,"6G52+8G5, Sama Grande 23600, Peru",-17.79112,-70.49960999999999,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE APURIMAC - HOSPITAL SUBREGIONAL DE ANDAHUAYLAS,PE-RUC  20527012016,PERU APURIMAC JR HUGO PESCE NO 180,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE INKAWASI,PE-RUC  20600234880,PERU CUSCO PLAZA DE ARMAS SB,"Pl. de Armas, Cusco 08006, Peru",-13.5449653,-71.8837695,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE AREQUIPA - GERENCIA REGIONAL DE TRANSPORTES Y COMUNICACIONES,PE-RUC  20370859877,PERU AREQUIPA AV. GUARDIA CIVIL 702 - PAUCARPATA,"Av. Guardia Civil 702, Arequipa 04009, Peru",-16.4225014,-71.50786169999999,ROOFTOP
CORTE SUPERIOR DE JUSTICIA DE AREQUIPA,PE-RUC  20456310959,PERU AREQUIPA AV. SIGLO XX NRO. S/N AREQUIPA - AREQUIPA - AREQUIPA,"Av. Siglo XX, Arequipa 04001, Peru",-16.40041,-71.529644,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUERTAS,PE-RUC  20191874464,PERU JUNIN PLAZA PRINCIPAL,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE BELLAVISTA DE LA UNION,PE-RUC  20177659224,PERU PIURA PIURA NO 126,"Perú 126, Piura 20004, Peru",-5.196581399999999,-80.65037009999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE TIABAYA,PE-RUC  20171312222,PERU AREQUIPA ALAMEDA PARDO NO 301,"Pardo 301, Arequipa 04013, Peru",-16.4494813,-71.5916074,ROOFTOP
MUNICIPALIDAD DISTRITAL DE BREÑA,PE-RUC  20131368586,PERU LIMA AV. ARICA NO 500,"Av. Arica 500, Breña 15082, Peru",-12.0586352,-77.04603589999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE RINCONADA LLICUAR,PE-RUC  20159229581,PERU PIURA AV.PERU,"Av. Alameda Perú, Piura 20004, Peru",-5.20868,-80.6425779,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES,PE-RUC  20143772129,PERU LIMA KM. 56 CARRETERA - LIMA - CANTA - YANGAS,"Ctra. Lima - Canta, Yangas, Peru",-11.6988556,-76.8472285,GEOMETRIC_CENTER
DIRECCIÓN DE SANIDAD DE LA PNP,PE-RUC  20504380077,PERU LIMA AV AREQUIPA 4898,"Av. Arequipa 4898, Miraflores 15074, Peru",-12.114746,-77.0298629,ROOFTOP
GOBIERNO REGIONAL DE MOQUEGUA-AGRICULTURA,PE-RUC  20285938997,PERU MOQUEGUA TACNA 190,"C. Tacna 190, Moquegua 18001, Peru",-17.1926243,-70.9348526,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SANTO TOMAS - CUTERVO,PE-RUC  20163126908,PERU CAJAMARCA JR.SUCRE Nº231,"Jr. Sucre, San Miguel de Pallaques 06456, Peru",-6.9993467,-78.8501875,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LINCE,PE-RUC  20131367857,PERU LIMA AV. JUAN PARDO DE ZELA Nº480,"Av. Juan Pardo de Zela, Lince, Peru",-12.0831562,-77.0315307,GEOMETRIC_CENTER
UNIVERSIDAD NACIONAL DE JULIACA,PE-RUC  20448261272,PERU PUNO AV. NUEVA ZELANDIA NRO. 631 PUNO - SAN ROMAN - JULIACA,"Nueva Zelandia 631, Juliaca 21101, Peru",-15.4881247,-70.149976,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUABAL,PE-RUC  20228707261,PERU CAJAMARCA AV.JAEN S/N INT.2,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE OROPESA - QUISPICANCHIS,PE-RUC  20201000361,PERU CUSCO PLAZA DE ARMAS NO 100,"Pl. de Armas Nª 100, Cusco 08006, Peru",-13.5449415,-71.88372269999999,ROOFTOP
ZONA REGISTRAL N° II SEDE CHICLAYO,PE-RUC  20314210396,PERU LAMBAYEQUE AV. JOSE BALTA Nº 109 - CHICLAYO,"Av. José Balta 109, Chiclayo 14008, Peru",-6.777056699999999,-79.8390879,ROOFTOP
MINAG - PROYECTO ESPECIAL SIERRA CENTRO SUR,PE-RUC  20143122850,PERU AYACUCHO URB.  MARISCAL  CACERES MZ R LOTE 18 - AYACUCHO,"LT, Calle M MZ. K 13, Cercado de Lima 05001, Peru",-13.1393229,-74.2246035,ROOFTOP
GOBIERNO REGIONAL DE AMAZONAS - GERENCIA SUB REGIONAL CONDORCANQUI,PE-RUC  20438491318,PERU AMAZONAS JR. AMAZONAS Nº 200 - J.V.A.,"Jr. Amazonas 200, Bagua 01721, Peru",-5.6390009,-78.533847,RANGE_INTERPOLATED
UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,PE-RUC  20105685875,PERU LAMBAYEQUE CALLE JUAN XXIII Nº 391,"Juan XXIII 391, Lambayeque 14013, Peru",-6.706268199999999,-79.9064927,ROOFTOP
DIRECCION DE ECONOMIA Y FINANZAS DE LA POLICIA NACIONAL DEL PERU - PNP,PE-RUC  20165465009,PERU LIMA JR. LOS CIBELES N° 191,"XX89+93V, Jirón los Cibeles, Lima 15093, Peru",-12.0340204,-77.03231760000001,GEOMETRIC_CENTER
MINAG - PROYECTO ESPECIAL BINACIONAL DESARROLLO INTEGRAL DE LA CUENCA DEL RIO PUTUMAYO,PE-RUC  20207736261,PERU LORETO CALLE BRASIL Nº 355-357 - IQUITOS,"Prolongacion Iquitos 355, Iquitos 16002, Peru",-3.7399493,-73.25210059999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PIMPINGOS,PE-RUC  20232258242,PERU CAJAMARCA UNION Nº 145 INT. 1,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHILCA - HUANCAYO,PE-RUC  20133696661,PERU JUNIN AV.HUANCAVELICA NO 606,"Av. Huancavelica 606, Huancayo, Peru",-12.0724775,-75.21325639999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE JESUS,PE-RUC  20171779660,PERU CAJAMARCA JR. GRAU Nº 621 - JESUS,"Jr. Grau 621, Cajabamba 06351, Peru",-7.622899299999999,-78.0459138,RANGE_INTERPOLATED
MUNICIPALIDAD PROVINCIAL DE SECHURA,PE-RUC  20146721410,PERU PIURA AV. DOS DE MAYO Nº 618 - SECHURA,"C. Dos de Mayo 618, Sechura 20691, Peru",-5.557163099999999,-80.8222033,ROOFTOP
MUNICIPALIDAD DISTRITAL DE ZEPITA,PE-RUC  20191716397,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 05 - SAN JUAN DE LURIGANCHO,PE-RUC  20331166830,PERU LIMA AV. PERU S/N - CAJA DE AGUA - SAN JUAN DE LURIGANCHO,"Av. Perú, Lima 15404, Peru",-12.0289745,-77.0145924,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PULAN,PE-RUC  20179249589,PERU CAJAMARCA 9 DE AGOSTO S/N,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE BULDIBUYO,PE-RUC  20231574116,PERU LA LIBERTAD JR. SAN MARTIN S/N PLAZA DE ARMAS BULDIBUYO,"Buldibuyo 13515, Peru",-8.122004,-77.357277,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ACOBAMBA - TARMA,PE-RUC  20185655441,PERU JUNIN JR.CALLAO 551 - ACOBAMBA,"Acobamba District, Peru",-11.3404266,-75.6557206,APPROXIMATE
ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES,PE-RUC  20216072155,PERU LIMA CALLE DE LA PROSA Nº 136 - SAN BORJA,"De La Prosa 136, San Borja 15034, Peru",-12.0857788,-77.0072429,ROOFTOP
MUNICIPALIDAD DISTRITAL DE UNIÓN ASHÁNINKA,PE-RUC  20608305808,PERU CUSCO PLAZA PRINCIPAL SN,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
UNIVERSIDAD NACIONAL DE PIURA,PE-RUC  20172606777,PERU PIURA CAMPUS UNIVERSITARIO -  URB. MIRAFLORES PIURA,"Miraflores, Piura, Peru",-5.1919479,-80.6202033,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE BOLIVAR,PE-RUC  20202505695,PERU LA LIBERTAD PLAZA DE ARMAS S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE EL PORVENIR - TRUJILLO,PE-RUC  20147170565,PERU LA LIBERTAD AVENIDA SANCHEZ CARRION 500 EL PORVENIR TRUJILLO LA LIBERTAD,"Av. Sánchez Carrión 500, El Porvenir 13003, Peru",-8.0855448,-79.00167789999999,ROOFTOP
HOSPITAL DE LIMA ESTE - VITARTE,PE-RUC  20611127511,PERU LIMA JOSE CARLOS MARIÁTEGUI NRO. 364,"José Carlos Mariategui 364, San Juan de Lurigancho 15008, Peru",-12.0428603,-76.9774073,RANGE_INTERPOLATED
JEFATURA DE LA VIII RPNP-HUANCAYO,PE-RUC  20485931199,PERU JUNIN JR. CUZCO N° 666,"Jr. Cuzco 666, Concepción 12126, Peru",-11.9178737,-75.3111067,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS,PE-RUC  20199460375,PERU HUANCAVELICA PLAZA DE ARMAS S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE RIO TAMBO,PE-RUC  20199368053,PERU JUNIN PUERTO PRADO S/N - RIO TAMBO - SATIPO,"Puerto Prado, Peru",-11.1626522,-74.23554039999999,APPROXIMATE
GOBIERNO REGIONAL DE SAN MARTIN - PROYECTO ESPECIAL HUALLAGA CENTRAL Y BAJO MAYO,PE-RUC  20148168955,PERU SAN MARTIN AV. CIRCUNVALACION S/N SECTOR TARAPOTILLO,"Av. Circunvalación, Tarapoto 22202, Peru",-6.4725022,-76.368791,GEOMETRIC_CENTER
EMPRESA DE ADMINISTRACION DE INFRAESTRUCTURA ELECTRICA S.A.,PE-RUC  20425809882,PERU LIMA AV. PROLONGACIÓN PEDRO MIOTA N° 421,"Prol. Pedro Miota 421, San Juan de Miraflores 15842, Peru",-12.1867876,-76.9730107,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CASA GRANDE,PE-RUC  20438599194,PERU LA LIBERTAD AV. PLAZA INDEPENDENCIA Nº 284,Peru,-9.189967,-75.015152,APPROXIMATE
UNIDAD EJECUTORA MEJORAMIENTO DEL SISTEMA DE INFORMACION DE LA SUNAT - MSI,PE-RUC  20602259065,PERU LIMA INCA GARCILAZO DE LA VEGA,"Av. Garcilaso de la Vega, El Agustino 15004, Peru",-12.0604873,-76.9998148,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUARIACA,PE-RUC  20183998651,PERU PASCO JR. 28 DE JULIO NRO 129,"Jr. 28 de Julio 129, Yanahuanca 19601, Peru",-10.4904478,-76.5121447,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE EL ORO,PE-RUC  20163777917,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LURICOCHA,PE-RUC  20143109241,PERU AYACUCHO PLAZA PRINCIPAL DE LURICOCHA,"Luricocha, Peru",-12.8994627,-74.2751517,APPROXIMATE
GOBIERNO REGIONAL DE AMAZONAS - SUB REGION DE SALUD BAGUA,PE-RUC  20185837395,PERU AMAZONAS AV. HEROES DEL CENEPA 980,"Av Héroes del Cenepa 980, Bagua 01721, Peru",-5.639776899999999,-78.5307258,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA,PE-RUC  20137289921,PERU LIMA PLAZA INDEPENDENCIA No 117,"Jr. Independencia 117, Lima 15083, Peru",-12.0645765,-77.0456018,ROOFTOP
UNIDAD EJECUTORA 002 CONSERVACION DE BOSQUES,PE-RUC  20546871330,PERU LIMA AV. DOS DE MAYO NRO. 1545 INT. 502 LIMA - LIMA - SAN ISIDRO,"INT. 502, Av. Dos de Mayo 1545, San Isidro 15073, Peru",-12.0926294,-77.0469445,ROOFTOP
BANCO DE MATERIALES EN LIQUIDACION,PE-RUC  20100178584,PERU LIMA CUZCO Nº 177,"Jr. Cuzco 177, Lima 15086, Peru",-12.0903385,-77.0675813,ROOFTOP
MUNICIPALIDAD DISTRITAL DE COYLLURQUI,PE-RUC  20205028600,PERU APURIMAC PLAZA DE ARMAS 2DO PISO INT.2,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
GOBIERNO REGIONAL DE LAMBAYEQUE - HOSPITAL REGIONAL DOCENTE LAS MERCEDES - CHICLAYO,PE-RUC  20437274518,PERU LAMBAYEQUE AV. LUIS  GONZALES 635 CHICLAYO,"Av. Luis Gonzales 635, Chiclayo 14001, Peru",-6.772471100000001,-79.8424436,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PINRA,PE-RUC  20215446710,PERU HUANUCO JR. HUANUCO,"Jirón Huánuco 385, Cercado de Lima 15003, Peru",-9.928497,-76.2439278,ROOFTOP
MUNICIPALIDAD DISTRITAL DE JANGAS,PE-RUC  20206179776,PERU ANCASH PLAZA DE ARMAS S/N  JANGAS - HUARAZ - ANCASH,"Plaza de Armas, Jangas 02100, Peru",-9.40049,-77.5772554,GEOMETRIC_CENTER
ESCUELA NACIONAL DE BELLAS ARTES,PE-RUC  20143700136,PERU LIMA JR. ANCASH LIMA,"Jr. Áncash, Lima, Peru",-12.044561,-77.0126901,GEOMETRIC_CENTER
PROCURADURIA GENERAL DEL ESTADO,PE-RUC  20606497483,PERU LIMA AV. 28 DE JULIO NRO. 215,"Av. 28 de Julio 215, Jesús María 15046, Peru",-12.0649257,-77.0441287,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE OCUCAJE,PE-RUC  20176310040,PERU ICA PANAMERICANA SUR Km 335,"Ctra. Panamericana Sur, Ica, Peru",-14.0825463,-75.7342406,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN JACINTO,PE-RUC  20199405781,PERU TUMBES AV. PLAZA SAN MARTIN Nº 550,"San Martín 550, Tumbes 24002, Peru",-3.5595093,-80.43763009999999,RANGE_INTERPOLATED
DIRECCION EJECUTIVA DE EDUCACION Y DOCTRINA PNP,PE-RUC  20381959997,PERU LIMA AV. GUARDIA CIVIL SUR 8 S/N,"Av. Guardia Civil Sur 8, Chorrillos 15056, Peru",-12.176249,-76.99153799999999,ROOFTOP
HOSPITAL JOSE AGURTO TELLO DE CHOSICA,PE-RUC  20507151320,PERU LIMA JR. AREQUIPA N° 214-218 LURIGANCHO - CHOSICA,"Ayacucho, Lurigancho-Chosica 15457, Peru",-12.0068413,-76.9484081,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CARMEN DE LA LEGUA REYNOSO,PE-RUC  20172022279,PERU CALLAO AV. PRIMERO DE MAYO No 898,"Av. 1 de Mayo 898, Carmen de La Legua - Reynoso 07006, Peru",-12.0396173,-77.09005859999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SANTA ROSA - RODRIGUEZ DE MENDOZA,PE-RUC  20168006439,PERU AMAZONAS JR.MARTIN COMPAÑON S/N PLAZA DE ARMAS,"Jr. San Martin, 01150, Peru",-5.8243647,-77.9691851,GEOMETRIC_CENTER
PROGRAMA SUBSECTORIAL DE IRRIGACIONES - PSI,PE-RUC  20414868216,PERU LIMA AV. REPÚBLICA DE CHILE NRO 485,"Av. República de Chile 485, Jesús María 15072, Peru",-12.0694606,-77.03833829999999,ROOFTOP
MUNICIPALIDAD PROVINCIAL DEL DATEM DEL MARAÑON,PE-RUC  20493465491,PERU LORETO CALLE TIGRE Nº 249,"C. Tigre 249, San Lorenzo 16600, Peru",-4.828317999999999,-76.5529438,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PUCACACA,PE-RUC  20162978447,PERU SAN MARTIN JR. AREQUIPA NRO 380,"Jr. Arequipa 380, Huancayo 12003, Peru",-12.079294,-75.20626419999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PAIJAN,PE-RUC  20207890261,PERU LA LIBERTAD CALLE GRAU Nº 207 PAIJAN ASCOPE LA LIBERTAD,"C. Grau 207, Paiján 13721, Peru",-7.7352435,-79.302264,RANGE_INTERPOLATED
INSTITUTO NACIONAL DE SALUD,PE-RUC  20131263130,PERU LIMA AV.  DEFENSORES DEL MORRO 2268 - EX HUAYLAS,"Av. Defensores del Morro 2268, Chorrillos 15064, Peru",-12.1812581,-77.0126904,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN PABLO DE PILLAO,PE-RUC  20601131812,PERU HUANUCO 2 DE ENERO,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
GOBIERNO REGIONAL DE MOQUEGUA - SUB REGION DE DESARROLLO GENERAL SANCHEZ CERRO,PE-RUC  20539637909,PERU MOQUEGUA CALLE MOQUEGUA Nº 611,"C. Moquegua 611, Moquegua 18001, Peru",-17.1932926,-70.93433379999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE ASIA - CAÑETE,PE-RUC  20140080471,PERU LIMA CALLE LA MAR Nº 315  LA CAPILLA - ASIA,"Av. Manuel Cipriano Dulanto 315, Pueblo Libre 15084, Peru",-12.080739,-77.0598826,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CHINCHAO,PE-RUC  20166915181,PERU HUANUCO AV. DOS DE ENERO S/N,"2 De Enero, Amarilis 10002, Peru",-9.937629,-76.2362376,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ONGOY,PE-RUC  20168237244,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MOCHUMI,PE-RUC  20190384757,PERU LAMBAYEQUE CALLE SAN JOSE Nº455,"San José, Lambayeque 14013, Peru",-6.6958421,-79.9092361,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE COMAS - LIMA,PE-RUC  20168737565,PERU LIMA AV AREQUIPA ANTES AV ESPAÑA PLAZA DE ARMAS SN KM 11,"Av. España, Lima, Peru",-12.0580458,-77.040808,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PATIVILCA,PE-RUC  20188957146,PERU LIMA CALLE BOLIVAR Nº209,"Calle Bolívar, Miraflores 15074, Peru",-12.1258688,-77.026949,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN RAMON,PE-RUC  20146657142,PERU JUNIN PASAJE VILLA MUNICIPAL  Nª 113,"Junin, Peru",-11.335798,-75.34121789999999,APPROXIMATE
AUTORIDAD NACIONAL DE INFRAESTRUCTURA,PE-RUC  20611816953,PERU LIMA SCHELL NRO.: 310,"C. Schell 310, Miraflores 15074, Peru",-12.1231285,-77.0289665,ROOFTOP
GOBIERNO REGIONAL DE LORETO-EDUCACION UCAYALI-CONTAMANA LORETO,PE-RUC  20450940811,PERU LORETO JR. AMAZONAS 213 CONTAMANA,"Amazonas 213, Pucallpa 25000, Peru",-8.3796337,-74.5399372,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CHANGUILLO,PE-RUC  20198498727,PERU ICA AV.MANUEL ROJAS S/N,"Calle Plazuelas 172, Ica 11002, Peru",-14.0583184,-75.7315251,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CALAMARCA,PE-RUC  20210717731,PERU LA LIBERTAD AV.28 DE JULIO S/N,"Av. 28 de Julio, Lima, Peru",-12.0627478,-77.0262624,GEOMETRIC_CENTER
PROGRAMA NACIONAL DE EMPLEO JUVENIL JOVENES A LA OBRA,PE-RUC  20473400473,PERU LIMA SALAVERRY NRO 655 PISO 9,"PISO 9, Jr. Salaverry 655, Lima 15094, Peru",-12.0368276,-77.0400425,RANGE_INTERPOLATED
ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO SELVA CENTRAL S.A.,PE-RUC  20121876290,PERU JUNIN PSJE SAN PEDRO Nº 142,"Pje. San Pedro 142, La Merced 12856, Peru",-11.0547871,-75.32940599999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LONYA GRANDE,PE-RUC  20146917403,PERU AMAZONAS JR. DOS DE MAYO Nº. 256 2DO PISO,"2DO PISO, Jr. Dos de Mayo 256, San Miguel de Pallaques 06456, Peru",-7.0005774,-78.852113,RANGE_INTERPOLATED
