Entidad,RUC,original_address,formatted_address,lat,lng,confidence
EMPRESA EMAPA HUANCAVELICA S.A.C,PE-RUC  20129396122,PERU HUANCAVELICA CELESTINO MANCHEGO MUÑOZ N° 329  CERCADO HUANCAVELICA,"Av. Celestino Manchego Muñoz 329, Huancavelica 09001, Peru",-12.7869946,-74.9705673,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PEDRO VILCA APAZA,PE-RUC  20195320463,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN ROQUE DE CUMBAZA,PE-RUC  20178685431,PERU SAN MARTIN JIRON LIMA S/N SAN ROQUE DE CUMBAZA LAMAS SAN MARTIN,"Jr. Lima, Tabalosos 22121, Peru",-6.3865458,-76.6357738,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUASICANCHA,PE-RUC  20318794180,PERU JUNIN JR.JACINTO IBARRA NO 2 INTERIOR 2,"Jr. Jacinto Ibarra, Jauja 12601, Peru",-11.7823478,-75.4918708,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ORURILLO,PE-RUC  20180559885,PERU PUNO PLAZA SAN MARTIN S/N ORURILLO,"Plaza San Martin, Orurillo 21153, Peru",-14.7274814,-70.511707,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUACCHIS,PE-RUC  20208828321,PERU ANCASH PLAZA DE ARMAS  S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUANCARQUI,PE-RUC  20199706471,PERU AREQUIPA CALLE 7 DE JUNIO Nº 711 - PLAZA PRINCIPAL,"C. 7 de Junio, Arequipa 04001, Peru",-16.4073081,-71.5335511,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TUTI,PE-RUC  20227257777,PERU AREQUIPA PLAZA DE ARMAS,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CHIGUATA,PE-RUC  20204266086,PERU AREQUIPA PLAZA DE ARMAS S/N,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
UNIVERSIDAD NACIONAL AUTONOMA DE ALTO AMAZONAS,PE-RUC  20600041569,PERU LORETO CALLE LIBERTAD NRO 108,"108, Requena 16341, Peru",-5.0596716,-73.851417,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN PABLO - RAMON CASTILLA,PE-RUC  20208084896,PERU LORETO CALLE BERNARD CON 19 DE OCTUBRE,"Iquitos, Peru",-3.7437644,-73.2515532,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE UCHURACCAY,PE-RUC  20574782920,PERU AYACUCHO ASOCIACION FAMILIAS DESPLAZADAS AFADIP,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PARATIA,PE-RUC  20194180226,PERU PUNO PLAZA DE ARMAS 2DO PISO INT.3 MZ.4,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TAMBO - LA MAR,PE-RUC  20172351175,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE HUANUCO-EDUCACION USE MARAÑON,PE-RUC  20362812781,PERU HUANUCO JR. 28 DE JULIO 504 HUACRACHUCO,"Jr. 28 de Julio 504, Huánuco 10001, Peru",-9.9338923,-76.241906,RANGE_INTERPOLATED
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE HUAYTARA,PE-RUC  20534268832,PERU HUANCAVELICA CAL. MUNICIPALIDAD NRO. 100 (PLAZA DE ARMAS) HUANCAVELICA - HUAYTARA - HUAYTARA,"Huaytará 09600, Peru",-13.6040212,-75.3532422,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHACA,PE-RUC  20601099099,PERU AYACUCHO 290,"Av. Ayacucho, Santiago de Surco, Peru",-12.1355638,-76.9980444,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CONCHUCOS,PE-RUC  20195717428,PERU ANCASH PLAZA DE ARMAS S/N 2DO PISO,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE YANQUE,PE-RUC  20209175712,PERU AREQUIPA CALLE LIMA LOTE 1,"Ca. Lima, Arequipa, Peru",-16.3872806,-71.542435,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TARUCACHI,PE-RUC  20228486150,PERU TACNA 28 DE JULIO S/N,"Prol. 28 De Julio, Tacna 23001, Peru",-18.011268,-70.2515984,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE APURIMAC - RED DE SALUD ANTABAMBA,PE-RUC  20491240319,PERU APURIMAC CAL. RENOVACION NRO. SN (TRAS EL TEMPLO DE ANTABAMBA) APURIMAC - ANTABAMBA - ANTABAMBA,"Antabamba 03465, Peru",-14.3647468,-72.87858299999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA,PE-RUC  20218598774,PERU LIMA PLAZA DE ARMAS S/N - HUACHUPAMPA,"Huachupampa, 15516, Peru",-11.6970701,-76.606611,APPROXIMATE
GOBIERNO REGIONAL DE TUMBES - UNIDAD DE GESTION EDUCATIVA LOCAL DE TUMBES,PE-RUC  20409352589,PERU TUMBES CALLE MAXIMILIANO MORAN ARCAYA S/N,"Maximiliano Morán, Tumbes 24002, Peru",-3.5641681,-80.4266006,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LOMAS,PE-RUC  20147632950,PERU AREQUIPA LIBERTAD MZ 20 LOTE 1,"1, Arequipa 04001, Peru",-16.4049085,-71.5327519,APPROXIMATE
UNIDAD EJECUTORA 005 NAYLAMP-LAMBAYEQUE,PE-RUC  20480108222,PERU LAMBAYEQUE CALLE PIMENTEL NRO 165 URB SANTA VICTORIA,"Pimentel 165, Chiclayo 14008, Peru",-6.7835228,-79.84466429999999,ROOFTOP
GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE SANCHEZ CARRION,PE-RUC  20226018060,PERU LA LIBERTAD JR. JOSE BALTA NRO 1005 HUAMACHUCO,"Jr. José Balta 1005, Huamachuco 13301, Peru",-7.8107273,-78.04637869999999,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 307 EDUCACION YAROWILCA,PE-RUC  20573200366,PERU HUANUCO HUANUCO SN,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
GOBIERNO REGIONAL JUNIN UNIDAD EJECUTORA: EDUCACION CONCEPCION,PE-RUC  20600564979,PERU JUNIN TAMBO ALAPA,"3MFQ+56V TAMBO ALAPA, Concepción 12125, Peru",-11.9270233,-75.3119612,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LAS AMAZONAS,PE-RUC  20176222426,PERU LORETO IQUITOS,"Iquitos, Peru",-3.7437644,-73.2515532,APPROXIMATE
CORTE SUPERIOR DE JUSTICIA DE JUNIN,PE-RUC  20568198272,PERU JUNIN JR. PARRA DEL RIEGO NRO. 400 JUNIN - HUANCAYO - EL TAMBO,"Jr. Parra del Riego 400, 12004, Peru",-12.0596723,-75.2147686,ROOFTOP
GOBIERNO REGIONAL DE ANCASH - UGEL CASMA,PE-RUC  20445428389,PERU ANCASH AV. MAGDALENA S/N PLAZA DE ARMAS,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHANCAY - SAN MARCOS,PE-RUC  20175087681,PERU CAJAMARCA PLAZA DE ARMAS,"Plaza de Armas of Cajamarca, Jr del Batán, Cajamarca 06001, Peru",-7.157005,-78.51755299999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE VILLA DE QUEQUEÑA,PE-RUC  20175695380,PERU AREQUIPA PLAZA PRINCIPAL S/N,"Pl. Principal, Characato 04012, Peru",-16.469155,-71.4844938,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PHARA,PE-RUC  20175219421,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 306 EDUCACION UGEL PUERTO INCA,PE-RUC  20542420261,PERU HUANUCO AV. SANCHE CERRO NRO. SN URB. PUERTO INCA HUANUCO - PUERTO INCA - PUERTO INCA,"AV. SANCHEZ CERRO, Puerto Inca 10261, Peru",-9.3775123,-74.9661331,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUAYHUAY,PE-RUC  20146506284,PERU JUNIN PLAZA PRINCIPAL,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
GOBIERNO REGIONAL DE ANCASH - UNIDAD DE GESTION EDUCATIVA LOCAL SANTA,PE-RUC  20198130967,PERU ANCASH AV.  LOS  ALCATRACES S/N - CHIMBOTE,"Avenida Alcatraces, Nuevo Chimbote 02712, Peru",-9.1318321,-78.4987521,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ANDAHUAYLILLAS,PE-RUC  20202187201,PERU CUSCO PLAZA DE ARMAS NO 610,"plaza de armas, Portal Belen, Cusco 08002, Peru",-13.5171965,-71.978431,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SANTIAGO - ICA,PE-RUC  20147711159,PERU ICA PANAMERICANA SUR KM. 318,"Ctra. Panamericana Sur Km. 318, Ica 11230, Peru",-14.18444,-75.71481,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUAYAN,PE-RUC  20282869617,PERU ANCASH PLAZA DE ARMAS HUAYAN S/N,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAYLILLAS,PE-RUC  20187651019,PERU LA LIBERTAD PLAZA DE ARMAS DE HUAYLILLAS S/N,"Huaylillas 13520, Peru",-8.1933701,-77.31851929999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUATA - PUNO,PE-RUC  20172856960,PERU PUNO JR. LIMA Nº 119 HUATA,"Puno, Peru",-15.8402218,-70.0218805,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL DE RAJAN,PE-RUC  20208828593,PERU ANCASH JR.COMERCIO-PLAZA DE ARMAS S/N,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LALAQUIZ,PE-RUC  20168879866,PERU PIURA EL TUNAL S/N,"Pueb Tunal, Peru",-5.212589599999999,-79.678977,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DEL YESO,PE-RUC  20175205048,PERU AMAZONAS JR.ALONSO DE ALVARADO,"Jr. Alonso de Alvarado, Mendoza 01335, Peru",-6.3933532,-77.4833581,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE HUANUCO - UNIDAD DE GESTION EDUCATIVA LOCAL DE AMBO,PE-RUC  20573159030,PERU HUANUCO BL AYANCOCHA NRO 3,"Ayancocha, Huánuco 10001, Peru",-9.9355927,-76.2442829,GEOMETRIC_CENTER
GOBIERNO REGIONAL JUNIN UNIDAD EJECUTORA EDUCACION PROVINCIA JUNIN,PE-RUC  20600297776,PERU JUNIN SIMON BOLIVAR,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TIRAPATA,PE-RUC  20221111673,PERU PUNO PLAZA DE ARMAS MZ. A LOTE 2,"Puno, Peru",-15.8402218,-70.0218805,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LUCANAS,PE-RUC  20230589446,PERU AYACUCHO PLAZA DE ARMAS LOTE 8,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE ICA-SALUD,PE-RUC  20171178585,PERU ICA SAN MIGUEL I 223,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
GOBIERNO REGIONAL DE AYACUCHO-EDUCACIÓN SARA SARA,PE-RUC  20452310466,PERU AYACUCHO JR. GRAU 510 CORA CORA,"Jr. Miguel Grau 510, Coracora 05611, Peru",-15.0137357,-73.78164799999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE COJATA,PE-RUC  20192146055,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE EMILIO SAN MARTIN,PE-RUC  20206075997,PERU LORETO CALLE JOSE GALVEZ Nº 681,"José Gálvez 681, Iquitos 16001, Peru",-3.758705399999999,-73.2546785,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE MOLLEBAYA,PE-RUC  20219316675,PERU AREQUIPA CALLE 27 DE MAYO SN PLAZA PRINCIPAL,"C. 27 de Mayo, 04300, Peru",-16.4861007,-71.465554,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LA UNION - PIURA,PE-RUC  20146722653,PERU PIURA JR. CHEPA SANTOS Nº 701 - LA UNION,"Av. Unión, La Unión 20621, Peru",-5.4021328,-80.7431555,GEOMETRIC_CENTER
MEJORAMIENTO DE LA CALIDAD DE LA EDUCACION BASICA,PE-RUC  20552329032,PERU LIMA CALLE CLEMENTE X NRO. 450,"Clemente X 450, San Isidro 15076, Peru",-12.0957245,-77.0572083,ROOFTOP
MUNICIPALIDAD DISTRITAL DE ARANCAY,PE-RUC  20194942509,PERU HUANUCO PLAZA DE ARMAS No 3,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ICHUPAMPA,PE-RUC  20228892735,PERU AREQUIPA PLAZA PRINCIPAL S/N,"Pl. Principal, Characato 04012, Peru",-16.469155,-71.4844938,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE CUSCO-ESCUELA DE BELLAS ARTES DIEGO QUISPE TITO,PE-RUC  20140269329,PERU CUSCO CALLE MARQUEZ N 271,"C. Marques 271, Cusco 08002, Peru",-13.5190373,-71.98042219999999,ROOFTOP
UNIDAD EJECUTORA 304 - GERENCIA REGIONAL DE EDUCACION LAMBAYEQUE,PE-RUC  20602785972,PERU LAMBAYEQUE PRO.FRANCISCO BOLOGNESI,"Lambayeque, Peru",-6.7044468,-79.9042472,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TINGO DE SAPOSOA,PE-RUC  20178073151,PERU SAN MARTIN JR. ALFONSO UGARTE S/N,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE HUANCAVELICA - HOSPITAL DE PAMPAS DE TAYACAJA,PE-RUC  20600185757,PERU HUANCAVELICA JR BOLIVAR SN,"Jr. Bolivar, Pampas, Peru",-12.4021411,-74.8670299,GEOMETRIC_CENTER
GOBIERNO REGIONAL DEL CALLAO - UGEL VENTANILLA,PE-RUC  20512368582,PERU CALLAO Vacio/Nulo,"Callao, Peru",-12.0511717,-77.1256883,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAUSA,PE-RUC  20188462503,PERU JUNIN SAN FRANCISCO NO 712,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COLTA,PE-RUC  20323235709,PERU AYACUCHO PLAZA DE ARMAS,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - CANETE,PE-RUC  20158939313,PERU LIMA CALLE PABLO NOSIGLIA NO 137 2DO PISO,"C. Pablo Usandizaga, San Borja 15037, Peru",-12.1054608,-76.9936001,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TICAPAMPA,PE-RUC  20200024410,PERU ANCASH JR.FRANCIA S/N,"Jr. Francia, Huaraz 02002, Peru",-9.5040174,-77.5276487,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TRES UNIDOS,PE-RUC  20214702950,PERU SAN MARTIN JR. UCAYALI Nº103 MZ 1 LOTE 103,"Jr. Ucayali, Lima 15001, Peru",-12.0489459,-77.029083,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES,PE-RUC  20542419921,PERU HUANUCO JR. VICTOR E. VIVAR NRO. SN C.P.M LLATA HUANUCO - HUAMALIES - LLATA,"Jr Víctor É Vivar, Peru",-9.5477061,-76.8167504,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA,PE-RUC  20131366532,PERU LIMA AV.SAN JOSE KM.47,"Av San Jose, San Martín de Porres 15112, Peru",-11.9764392,-77.0987783,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CACHIMAYO,PE-RUC  20224090189,PERU CUSCO AV. LEONIDAS RODRIGUEZ NO 276,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE OCUVIRI,PE-RUC  20146326031,PERU PUNO PLAZA SIMON BOLIVAR S/N INT.3,"Av. Simon Bolivar, Puno, Peru",-15.8459566,-70.0179692,GEOMETRIC_CENTER
ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO SIERRA CENTRAL S.R.L.,PE-RUC  20129509776,PERU JUNIN HUÁNUCO N° 1072,"Huánuco, Peru",-9.920764799999999,-76.2410843,APPROXIMATE
