Entidad,RUC,original_address,formatted_address,lat,lng,confidence
MUNICIPALIDAD DISTRITAL DE AMBAR,PE-RUC  20146686240,PERU LIMA JR. SUCRE N° 255,"Jose De Sucre 255, Comas 15312, Peru",-11.9370887,-77.0530249,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE YUPAN,PE-RUC  20323071838,PERU ANCASH JR.SAN PABLO S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CALETA DE CARQUIN,PE-RUC  20188720723,PERU LIMA AV SAN MARTIN SN CENTRO POBLADO PLAZUELA SAN MARTIN,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE BAMBAMARCA,PE-RUC  20275502589,PERU LA LIBERTAD TRANSITORIA S/N,Peru,-9.189967,-75.015152,APPROXIMATE
INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE TAYACAJA,PE-RUC  20486112736,PERU HUANCAVELICA JR. GRAU Nº 115 SEGUNDO PISO - PAMPAS TAYACAJA,"Jr. Grau 115, Pampas 09156, Peru",-12.3997659,-74.8708262,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE ANANEA,PE-RUC  20162185617,PERU PUNO PLAZA GRAU S/N,"Grau, Puno 21001, Peru",-15.8397467,-70.0285197,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PAZOS,PE-RUC  20204457001,PERU HUANCAVELICA PLAZA PRINCIPAL S/N PAZOS,"Pazos, Peru",-12.2589572,-75.0703095,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SUYKUTAMBO,PE-RUC  20202175024,PERU CUSCO PLAZA DE ARMAS s/n Suykutambo,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUACHON,PE-RUC  20288350605,PERU PASCO PLAZA DE ARMAS Nº5 2DO PISO INT. 8,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LA PECA,PE-RUC  20146917152,PERU AMAZONAS AV. INDEPENDENCIA N° 619,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,PE-RUC  20154443470,PERU HUANCAVELICA PLAZA PRINCIPAL S/N HUANCA HUANCA,"N, Huanca-Huanca 09430, Peru",-12.9182394,-74.6100764,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE GREGORIO PITA PAUCAMARCA,PE-RUC  20178079604,PERU CAJAMARCA CALLE REAL S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CCAPACMARCA,PE-RUC  20224796014,PERU CUSCO PLAZA DE ARMAS CAPACMARCA,"XXVW+2Q8 Plaza de Armas Ccapacmarca, Plaza de Armas, 08450, Peru",-14.0074622,-72.00305110000001,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PACASMAYO,PE-RUC  20175113194,PERU LA LIBERTAD MANCO CAPAC Nº 45 - PACASMAYO,"Pacasmayo, Peru",-7.4040051,-79.565078,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CONDURIRI,PE-RUC  20212441393,PERU PUNO PLAZA DE ARMAS S/N 2DO PISO,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PADRE MARQUEZ,PE-RUC  20198298710,PERU LORETO JR. 28 DE JULIO S/N - TIRUNTAN,"Tiruntán 16491, Peru",-7.947242600000001,-74.840839,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA,PE-RUC  20171665141,PERU PIURA GRAU,"Av. Grau, Piura, Peru",-5.1854808,-80.659183,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE OLLEROS - CHACHAPOYAS,PE-RUC  20187388211,PERU AMAZONAS PLAZA DE ARMAS,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DE APURIMAC- EDUCACION UGEL CHINCHEROS,PE-RUC  20443327798,PERU APURIMAC CENTRO CÍVICO CHINCHEROS CHINCHEROS,"Chincheros 03851, Peru",-13.5177661,-73.723513,APPROXIMATE
"ESCUELA NACIONAL SUPERIOR DE ARTE DRAMATICO ""GUILLERMO UGARTE CHAMORRO""",PE-RUC  20600739159,PERU LIMA ABEL BERGASSE DU PETIT THOUARS,"Av. Petit Thouars, Lima, Peru",-12.0913347,-77.0323464,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PUPUJA,PE-RUC  20227108691,PERU PUNO JR. AZANGARO S/N,"Azangaro, Puno 21001, Peru",-15.8275318,-70.0291791,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE HUANUCO - RED DE SALUD HUANUCO,PE-RUC  20489498783,PERU HUANUCO JR. JAZMINES  NRO. 718 - PAUCARBAMBILLA,"3Q32+M2V, Malecon Huallaga, Amarilis 10003, Peru",-9.945759899999999,-76.2499469,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LANGUI,PE-RUC  20209003938,PERU CUSCO PLAZA DE ARMAS SN,"Pl. de Armas, Cusco 08006, Peru",-13.5449653,-71.8837695,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE QUILAHUANI,PE-RUC  20318150886,PERU TACNA SAN MARTIN S/N,"San Martín, Tacna 23003, Peru",-18.0452851,-70.2448617,GEOMETRIC_CENTER
ORGANISMO DE SUPERVISION DE LOS RECURSOS FORESTALES Y DE FAUNA SILVESTRE,PE-RUC  20522224783,PERU LIMA AV. JAVIER PRADO OESTE NRO 692-694 MAGDALENA DEL MAR,"Av Javier Prado Oeste 692, Magdalena del Mar 15076, Peru",-12.0929873,-77.0622697,ROOFTOP
MUNICIPALIDAD DISTRITAL DE ANGUIA,PE-RUC  20227651599,PERU CAJAMARCA JR.SAN MARTIN S/N,"Av San Martín de Porres 974, Cajamarca 06003, Peru",-7.1713691,-78.5016193,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TURPAY,PE-RUC  20214751730,PERU APURIMAC PLAZA PRINCIPAL,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAMUGARI,PE-RUC  20534461322,PERU AYACUCHO JR LOS LAURELES PARQUE PRINCIPAL DE PALMAPAMPA,"Palmapampa 05240, Peru",-12.7661348,-73.6550926,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHINGALPO,PE-RUC  20206591499,PERU ANCASH PLAZA DE ARMAS,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CARUMAS,PE-RUC  20170623526,PERU MOQUEGUA CALLE CARUMAS S/N,"Carumas 18400, Peru",-16.8114113,-70.6935555,APPROXIMATE
GOBIERNO REGIONAL DE PIURA-SALUD MORROPON-CHULUCANAS,PE-RUC  20483721553,PERU PIURA AV. RAMÓN CASTILLA 1351 CHULUCANAS,"Ramon Castilla 1351, Chulucanas 20301, Peru",-5.1008715,-80.1673,ROOFTOP
GOBIERNO REGIONAL DE ANCASH - TERMINAL PORTUARIO DE CHIMBOTE,PE-RUC  20569166951,PERU ANCASH PROLONGACION MALECON GRAÚ NRO 519,"Mal. Grau 519, Chimbote 02803, Peru",-9.0774032,-78.5943166,ROOFTOP
ZONA REGISTRAL NRO XIV SEDE AYACUCHO,PE-RUC  20600910176,PERU AYACUCHO ENACE,"RQPG+FH3, Ayacucho 05003, Peru",-13.1638737,-74.22356409999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE YURUA,PE-RUC  20154601211,PERU UCAYALI AV. INTERNACIONAL,"Ucayali, Peru",-9.8251183,-73.087749,APPROXIMATE
GOBIERNO REGIONAL DE JUNIN - DIRECCION REGIONAL DE PRODUCCION DE JUNIN,PE-RUC  20145561842,PERU JUNIN PASAJE LAS FLORES S/N URB. SAN ISIDRO,"Pasaje Las Flores, 12003, Peru",-12.0913246,-75.2009428,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAMA,PE-RUC  20165884311,PERU TACNA AV LAS PALMERAS Nº101,"Las Palmeras, Tacna 23006, Peru",-18.0656493,-70.2948164,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PICSI,PE-RUC  20146791540,PERU LAMBAYEQUE CALLE CONGRESO Nº169 - PICSI,"Congreso, Distrito de Picsi 14301, Peru",-6.7162749,-79.769838,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE AREQUIPA - SALUD RED PERIFERICA AREQUIPA,PE-RUC  20454157592,PERU AREQUIPA AV. INDEPENDENCIA-BLOCK E NRO. 600 INT. 424 AREQUIPA,"Av. Independencia, Arequipa 04001, Peru",-16.405358,-71.5286709,GEOMETRIC_CENTER
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE HUARAL S.A.,PE-RUC  20193099166,PERU LIMA AV. HUANDO S/N. PLANTA DE TRATAMIENTO - HUARAL,"Av. Principal Huando s/n، Huando 15200, Peru",-11.4883991,-77.1848596,ROOFTOP
GOBIERNO REGIONAL DE UCAYALI RED DE SALUD N° 01 CORONEL PORTILLO,PE-RUC  20601845335,PERU UCAYALI LOS TULIPANES MZA 1 LOTE 5,"1, Atalaya 25200, Peru",-10.7392009,-73.72691510000001,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COCABAMBA,PE-RUC  20176210681,PERU AMAZONAS JR. MORI DIEGO 451,"Jr. Victor Mori, Mendoza 01335, Peru",-6.3943581,-77.4834438,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CHADIN,PE-RUC  20216645457,PERU CAJAMARCA ZEVALLOS CHAVEZ S/N,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PUNCHANA,PE-RUC  20147161574,PERU LORETO CALLE INDEPENDENCIA Nº 1505 VILLA PUNCHANA MAYNAS LORETO,"Punchana, 16000, Peru",-3.5493075,-73.4180211,APPROXIMATE
GOBIERNO REGIONAL DE AYACUCHO - RED DE SALUD PUQUIO  SUR AYACUCHO,PE-RUC  20452222419,PERU AYACUCHO AV. JHON KENNEDY PUQUIO,"Puquio, Peru",-14.6900941,-74.1269322,APPROXIMATE
SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL,PE-RUC  20555195444,PERU LIMA SALAVERRY NRO 655,"Av. Gral. Salaverry 655, Jesús María 15072, Peru",-12.0713555,-77.0403449,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE OXAPAMPA,PE-RUC  20190242961,PERU PASCO JR.GRAU Nº 302 - OXAPAMPA,"Jr. Grau 302, Oxapampa 19231, Peru",-10.57426,-75.4033955,RANGE_INTERPOLATED
CORTE SUPERIOR DE JUSTICIA DE ICA,PE-RUC  20534750430,PERU ICA CAL. AYACUCHO NRO. 500 (FRENTE A LA PLAZUELA SEBASTIAN BARRANCA) ICA - ICA - ICA,"Ayacucho 500, Ica 11001, Peru",-14.067074,-75.7263083,ROOFTOP
